120.90056,17.0843,0
          120.90059,17.08435,0
          120.90064,17.08446,0
          120.90067,17.08451,0
          120.90068,17.08452,0
          120.90072,17.08457,0
          120.90081,17.08464,0
          120.90063,17.08458,0
          120.90047,17.08452,0
          120.90045,17.08452,0
          120.90039,17.08451,0
          120.90036,17.08451,0
          120.90032,17.08451,0
          120.9003,17.08452,0
          120.90027,17.08453,0
          120.90027,17.08454,0
          120.90026,17.08454,0
          120.90023,17.08457,0
          120.90021,17.08461,0
          120.9002,17.08466,0
          120.90016,17.0848,0
          120.90014,17.08485,0
          120.90014,17.08487,0
          120.90011,17.08502,0
          120.90008,17.08514,0
          120.90006,17.08522,0
          120.90006,17.08526,0
          120.90007,17.08529,0
          120.90008,17.08532,0
          120.9001,17.08535,0
          120.9001,17.08536,0
          120.90012,17.08538,0
          120.90013,17.08539,0
          120.90014,17.08541,0
          120.90016,17.08542,0
          120.90019,17.08543,0
          120.90025,17.08546,0
          120.90043,17.08551,0
          120.90044,17.08552,0
          120.90046,17.08552,0
          120.9006,17.08558,0
          120.90066,17.0856,0
          120.9007,17.08563,0
          120.90072,17.08565,0
          120.90074,17.08567,0
          120.90074,17.08568,0
          120.90075,17.08568,0
          120.90076,17.08572,0
          120.90076,17.08577,0
          120.90075,17.08582,0
          120.90073,17.08587,0
          120.90066,17.08595,0
          120.90064,17.08596,0
          120.90063,17.08597,0
          120.90062,17.08598,0
          120.9006,17.08599,0
          120.90057,17.086,0
          120.90054,17.086,0
          120.90052,17.08601,0
          120.9005,17.08601,0
          120.90047,17.08601,0
          120.90045,17.086,0
          120.90042,17.08598,0
          120.90033,17.08593,0
          120.90025,17.08587,0
          120.90021,17.08585,0
          120.90016,17.08584,0
          120.90011,17.08582,0
          120.90001,17.08582,0
          120.89984,17.08584,0
          120.89971,17.08584,0
          120.89961,17.08587,0
          120.89954,17.08588,0
          120.89938,17.08591,0
          120.8993,17.08591,0
          120.89924,17.0859,0
          120.89913,17.08586,0
          120.89906,17.08583,0
          120.89899,17.0858,0
          120.8989,17.08579,0
          120.89879,17.08578,0
          120.89867,17.08576,0
          120.89861,17.08575,0
          120.89852,17.08572,0
          120.89831,17.08567,0
          120.89821,17.08565,0
          120.89794,17.08558,0
          120.89774,17.08551,0
          120.89754,17.08538,0
          120.89738,17.08525,0
          120.89734,17.08522,0
          120.89728,17.0852,0
          120.89723,17.0852,0
          120.89718,17.08522,0
          120.8971,17.08531,0
          120.897,17.08549,0
          120.89691,17.08559,0
          120.89682,17.08566,0
          120.89669,17.0857,0
          120.89655,17.0857,0
          120.89638,17.08567,0
          120.89619,17.08559,0
          120.89609,17.08551,0
          120.89602,17.08544,0
          120.89592,17.08533,0
          120.89587,17.08523,0
          120.89584,17.08518,0
          120.89583,17.08514,0
          120.89582,17.0851,0
          120.89583,17.08505,0
          120.89585,17.08499,0
          120.89587,17.08489,0
          120.89586,17.08481,0
          120.89584,17.08476,0
          120.8958,17.0847,0
          120.89573,17.08465,0
          120.89567,17.08463,0
          120.89557,17.08461,0
          120.8955,17.08461,0
          120.89543,17.08462,0
          120.89534,17.08466,0
          120.8952,17.08473,0
          120.89514,17.08474,0
          120.89508,17.08474,0
          120.89501,17.08475,0
          120.895,17.08475,0
          120.89495,17.08476,0
          120.89492,17.08478,0
          120.89489,17.08481,0
          120.89488,17.08487,0
          120.8949,17.08495,0
          120.89496,17.08504,0
          120.89501,17.08507,0
          120.89508,17.08509,0
          120.89518,17.08513,0
          120.89523,17.08516,0
          120.89525,17.08518,0
          120.89528,17.08524,0
          120.89529,17.08532,0
          120.89527,17.08546,0
          120.8952,17.08562,0
